iter	RMSE
303	17.62825421
304	17.55705554
305	17.47448847
306	17.40282203
307	17.35013682
308	17.26156812
309	17.18753792
310	17.10204584
311	17.03858895
312	16.97308274
313	16.89628948
314	16.84780386
315	16.77167166
316	16.69458579
317	16.64187495
318	16.57950054
319	16.50448656
320	16.45039469
321	16.3911329
322	16.32820254
323	16.2558445
324	16.20152587
325	16.13590852
326	16.09113455
327	16.01869671
328	15.96775981
329	15.91940338
330	15.85430603
331	15.81002082
332	15.7492698
333	15.7008736
334	15.64992207
335	15.60151851
336	15.54198978
337	15.4831148
338	15.42431427
339	15.36635425
340	15.32270523
341	15.27690233
342	15.22405552
343	15.1873737
344	15.14139301
345	15.08743508
346	15.04571651
347	15.0107051
348	14.97615863
349	14.91277214
350	14.86551
351	14.78350739
352	14.73431131
353	14.67401074
354	14.63078444
355	14.58528359
356	14.55503537
357	14.51088142
358	14.47273478
359	14.42488053
360	14.38006604
361	14.34141373
362	14.29162336
363	14.23186207
364	14.19692915
365	14.13247489
366	14.10217128
367	14.05367886
368	13.98410812
369	13.94187198
370	13.90936789
371	13.86878106
372	13.83361821
373	13.80615531
374	13.77870555
375	13.73707386
376	13.68052894
377	13.64570704
378	13.61770485
379	13.56486185
380	13.53848106
381	13.49107351
382	13.44977569
383	13.42448367
384	13.38346052
385	13.34827275
386	13.32016348
387	13.28797806
388	13.25143407
389	13.21721611
390	13.16430552
391	13.1222521
392	13.08307172
393	13.05407004
394	13.02482949
395	12.99979934
396	12.96722055
397	12.94766249
398	12.90338263
399	12.87807838
400	12.83329787
401	12.78918435
402	12.75926494
403	12.73732172
404	12.69311799
405	12.64774348
406	12.62536821
407	12.58829072
408	12.55459992
409	12.5327117
410	12.513943
411	12.46432144
412	12.4208533
413	12.38324996
414	12.34650022
415	12.3012615
416	12.27515802
417	12.23237112
418	12.20911962
419	12.18472021
420	12.16109431
421	12.14098763
422	12.10416952
423	12.07069479
424	12.02369176
425	12.00037447
426	11.96780554
427	11.95158481
428	11.92837673
429	11.91293142
430	11.89639294
431	11.87243805
432	11.85156772
433	11.80880384
434	11.79865369
435	11.7786794
436	11.74919579
437	11.72155234
438	11.69953025
439	11.67171073
440	11.64787891
441	11.62188157
442	11.58282909
443	11.53981952
444	11.51544489
445	11.50024787
446	11.4846622
447	11.45749211
448	11.41572973
449	11.40128047
450	11.36727993
451	11.34297476
452	11.30603726
453	11.2758957
454	11.25550384
455	11.22428477
456	11.18642133
457	11.15180085
458	11.12000277
459	11.09661383
460	11.0832033
461	11.05467178
462	11.02047758
463	10.99489587
464	10.9766243
465	10.95593818
466	10.94333822
467	10.90216506
468	10.8600936
469	10.8307649
470	10.81961954
471	10.79533214
472	10.75156183
473	10.72935722
474	10.71626839
475	10.68366416
476	10.67087406
477	10.64136372
478	10.61266398
479	10.59278208
480	10.56713129
481	10.53104036
482	10.50413612
483	10.49213279
484	10.45509426
485	10.4317281
486	10.40611991
487	10.38124846
488	10.36212906
489	10.34744577
490	10.33506725
491	10.29714027
492	10.26346654
493	10.21970925
494	10.1867397
495	10.17945411
496	10.16196098
497	10.14188566
498	10.11462164
499	10.10526955
500	10.0821002
501	10.06338186
502	10.04324466
503	10.01115121
504	9.982497711
505	9.957526779
506	9.935312272
507	9.898045815
508	9.876997283
509	9.856642568
510	9.833236734
511	9.818023681
512	9.812196222
513	9.795320002
514	9.790488908
515	9.782973181
516	9.756022493
517	9.72837582
518	9.699276326
519	9.677187468
520	9.656609892
521	9.649624671
522	9.642279249
523	9.635850278
524	9.631282897
525	9.612385437
526	9.590285279
527	9.554890774
528	9.525819904
529	9.520958196
530	9.495500982
531	9.48456157
532	9.465127409
533	9.452386902
534	9.444039681
535	9.426525438
536	9.393040734
537	9.371588288
538	9.344823077
539	9.338831302
540	9.32279894
541	9.290079653
542	9.268250058
543	9.263422142
544	9.256670816
545	9.25138999
546	9.224635698
547	9.218903443
548	9.212384214
549	9.207241029
550	9.201552492
551	9.188532636
552	9.183691829
553	9.170156347
554	9.166253512
555	9.143853822
556	9.138011181
557	9.134133107
558	9.129876123
559	9.126986918
560	9.119502219
561	9.114346494
562	9.110499844
563	9.082792903
564	9.066766864
565	9.036300135
566	9.032203007
567	9.013043897
568	9.009753067
569	8.975253706
570	8.968042385
571	8.96369741
572	8.960617888
573	8.938931274
574	8.9358509
575	8.912865608
576	8.887118266
577	8.859016534
578	8.855527623
579	8.828321714
580	8.81365451
581	8.811054813
582	8.789846735
583	8.766789078
584	8.741607504
585	8.710495211
586	8.6901449
587	8.670523173
588	8.652194163
589	8.649926032
590	8.639561773
591	8.613227839
592	8.593811046
593	8.590628125
594	8.562760552
595	8.54474826
596	8.520973004
597	8.487041271
598	8.460834972
599	8.457915323
600	8.440144342
601	8.437510729
602	8.412393521
603	8.389893895
604	8.370454985
605	8.353972557
606	8.333430189
607	8.304581755
608	8.271943225
609	8.246439462
610	8.224761057
611	8.200152465
612	8.197814604
613	8.179943748
614	8.176615508
615	8.158125701
616	8.136476742
617	8.118504422
618	8.097139165
619	8.085550229
620	8.064956224
621	8.046624487
622	8.02535295
623	8.007237562
624	7.996158639
625	7.971499218
626	7.96369583
627	7.938936758
628	7.915294081
629	7.89018017
630	7.877331829
631	7.859201866
632	7.834899358
633	7.831230653
634	7.813126332
635	7.802732017
636	7.787579267
637	7.767474299
638	7.751082332
639	7.738449278
640	7.724251021
641	7.714704064
642	7.687057983
643	7.660977162
644	7.654275936
645	7.641639208
646	7.625053979
647	7.605285899
648	7.586352425
649	7.564799131
650	7.561038704
651	7.546396178
652	7.526493865
653	7.505529472
654	7.492533058
655	7.471696742
656	7.449992809
657	7.435091983
658	7.429148008
659	7.423645935
660	7.413030318
661	7.394336319
662	7.391162052
663	7.373773698
664	7.365783226
665	7.346361183
666	7.333623681
667	7.317575223
668	7.298921992
669	7.274248259
670	7.261967663
671	7.244096721
672	7.23695222
673	7.217087767
674	7.197962171
675	7.181422327
676	7.163843836
677	7.144744361
678	7.140794216
679	7.131068308
680	7.127175135
681	7.113492195
682	7.096344661
683	7.081726333
684	7.070927877
685	7.060905205
686	7.04242284
687	7.029497943
688	7.010224552
689	6.996066544
690	6.971943392
691	6.965290209
692	6.949209094
693	6.945748894
694	6.934732096
695	6.910657632
696	6.889435466
697	6.876271984
698	6.873174566
699	6.855095754
700	6.84221941
701	6.83381213
702	6.830871768
703	6.82183149
704	6.816280029
705	6.808639608
706	6.79703913
707	6.775629967
708	6.760652892
709	6.743104754
710	6.741161462
711	6.739353529
712	6.72960749
713	6.720759604
714	6.707408648
715	6.700954283
716	6.68249732
717	6.67146234
718	6.651556713
719	6.647994725
720	6.645413651
721	6.643001059
722	6.639036753
723	6.624483324
724	6.610174441
725	6.599923561
726	6.597630773
727	6.595082912
728	6.592316119
729	6.59029415
730	6.573533656
731	6.555797295
732	6.55296391
733	6.537825523
734	6.524097283
735	6.504999732
736	6.501342198
737	6.498834509
738	6.484036217
739	6.480635987
740	6.469270706
741	6.467081489
742	6.452981216
743	6.432130059
744	6.412540815
745	6.392817378
746	6.378129243
747	6.363626604
748	6.349354528
749	6.342345258
750	6.324973232
751	6.308296405
752	6.29772484
753	6.289058923
754	6.27781896
755	6.265522271
756	6.256254668
757	6.244018253
758	6.240104317
759	6.237941723
760	6.23592641
761	6.21757785
762	6.197242971
763	6.187503542
764	6.174902058
765	6.159516952
766	6.156558861
767	6.1445194
768	6.143054228
769	6.128180589
770	6.125963503
771	6.123693748
772	6.121772133
773	6.106087492
774	6.091845577
775	6.090347284
776	6.069855766
777	6.055969685
778	6.040322274
779	6.025174218
780	6.022774531
781	6.015975438
782	5.996827322
783	5.995036902
784	5.978122527
785	5.965361446
786	5.944659107
787	5.934588109
788	5.932606079
789	5.922178276
790	5.920069732
791	5.908278403
792	5.906621056
793	5.891953179
794	5.890015622
795	5.879950895
796	5.857541623
797	5.843993045
798	5.836775106
799	5.835005252
800	5.833185017
801	5.823375456
802	5.808693033
803	5.796012168
804	5.777813101
805	5.771465574
806	5.767638398
807	5.75610661
808	5.754211638
809	5.740572679
810	5.729170412
811	5.717940452
812	5.707232625
813	5.682058195
814	5.671520665
815	5.653407848
816	5.641603271
817	5.630015927
818	5.627119244
819	5.612335025
820	5.59687201
821	5.583982177
822	5.582603113
823	5.562478831
824	5.550109377
825	5.548297221
826	5.538712385
827	5.537070667
828	5.524105118
829	5.513266739
830	5.497998759
831	5.487676308
832	5.475821488
833	5.465124702
834	5.448913857
835	5.441965369
836	5.440359368
837	5.425072238
838	5.412335645
839	5.394840257
840	5.379058387
841	5.365691071
842	5.355193462
843	5.344067685
844	5.337669546
845	5.324046147
846	5.308768653
847	5.300007656
848	5.297292034
849	5.279101703
850	5.269811978
851	5.268042907
852	5.258733364
853	5.248835987
854	5.238948909
855	5.234535619
856	5.233133325
857	5.224097427
858	5.212182769
859	5.197048451
860	5.18537097
861	5.174381236
862	5.160318106
863	5.150299767
864	5.139837561
865	5.126460588
866	5.11460542
867	5.10510722
868	5.096439413
869	5.09542606
870	5.081929068
871	5.080078808
872	5.078698658
873	5.061302846
874	5.050889172
875	5.039179501
876	5.025499327
877	5.024102686
878	5.01441868
879	5.004771295
880	5.000031021
881	4.994008571
882	4.992885276
883	4.981215121
884	4.967166257
885	4.958834965
886	4.943623319
887	4.932516945
888	4.918738964
889	4.917493908
890	4.905906542
891	4.888753084
892	4.884393945
893	4.869904111
894	4.860611183
895	4.845930719
896	4.837143609
897	4.827627566
898	4.818407117
899	4.810451119
900	4.795828214
901	4.787108963
902	4.775409678
903	4.7673778
904	4.754494301
905	4.742730409
906	4.74088932
907	4.72999168
908	4.718118028
909	4.707363483
910	4.698986654
911	4.69437804
912	4.692718108
913	4.682118614
914	4.67201482
915	4.659107186
916	4.657633728
917	4.647870694
918	4.642672153
919	4.629173356
920	4.618698535
921	4.609377933
922	4.603030964
923	4.591827621
924	4.590602277
925	4.579724236
926	4.570974102
927	4.560126203
928	4.551221327
929	4.536176846
930	4.524505727
931	4.52100138
932	4.515105016
933	4.502438723
934	4.489598361
935	4.474147042
936	4.469764801
937	4.460544485
938	4.45010783
939	4.438544093
940	4.430039532
941	4.417507783
942	4.408005318
943	4.402580535
944	4.391973954
945	4.380684872
946	4.375648289
947	4.369364317
948	4.36049037
949	4.353190626
950	4.352016441
951	4.351272761
952	4.348643415
953	4.347449296
954	4.336586603
955	4.326259813
956	4.319201986
957	4.310953275
958	4.30715661
959	4.296471635
960	4.285482681
961	4.278872214
962	4.269738424
963	4.263911073
964	4.261723958
965	4.257397395
966	4.249802288
967	4.240555092
968	4.234857553
969	4.233133352
970	4.216248105
971	4.206429985
972	4.197211756
973	4.183423165
974	4.174977788
975	4.166234996
976	4.156440979
977	4.148579154
978	4.13800623
979	4.128621787
980	4.12749635
981	4.123301073
982	4.121910075
983	4.113340612
984	4.108552247
985	4.096841154
986	4.084455488
987	4.074384996
988	4.073145749
989	4.064492589
990	4.060560187
991	4.048406217
992	4.034449241
993	4.025201242
994	4.017329672
995	4.008619368
996	3.999758124
997	3.991546328
998	3.990125652
999	3.985518839
